UserID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
13,0.0,0.0,0.81823176,0.0,1.6586252,0.094939604,0.0,0.32959682,0.7820334,0.0,0.7584409,0.64187026,0.09222609,0.9140056,0.0,0.2038503,0.3771655,0.0,0.0,0.7298285,0.0,0.9273897,0.607654,0.5048527,0.0,1.1431652,0.0,1.1412642,1.150253,0.0,0.0,0.0
14,0.0,0.14719926,0.32046536,0.0,0.1819439,0.0,0.3728273,0.0,0.88698506,0.0,1.6893055,0.0,0.6360623,0.99186987,0.0,0.0,0.0,0.6022545,0.0,1.5062209,0.0,0.4685641,0.79439443,0.0,0.0,0.9598351,0.00860513,0.68308645,0.703648,0.21464641,0.0,0.07407426
15,0.2258647,0.0,1.0202713,0.0,0.5093957,0.0,0.0,0.18136461,0.93402696,0.0,0.6613494,0.19970179,0.3150162,1.2183584,0.0,0.27086827,0.3619797,0.0,0.0,1.2338505,0.0,0.41066766,0.3995886,0.0,0.8905443,0.8520958,0.0,0.319555,1.0532936,0.50857604,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1620889,0.34329125,0.0,2.0995133,0.3064078,0.0,0.0,0.36218163,0.0,0.5288018,0.44475225,0.0,1.25411,0.0,0.98414683,0.15335172,0.0,0.0,1.0609362,0.0,0.0,0.4396379,0.0,0.0,0.4846459
17,0.0,0.0,0.36071607,0.0,0.18888402,0.05271513,0.0,0.43027762,0.0,0.25241697,1.2679902,0.7782697,0.0,0.8467326,0.0,0.0,0.6792084,0.0,0.0,0.0,0.5950887,0.0,1.3249753,0.0,0.0,0.8744706,0.0,0.0,1.1019114,0.0,0.0,0.0
18,0.0,0.34374607,0.25685546,0.0,0.0,0.0,0.058320925,0.0,0.49469334,0.0,0.9790508,0.09353379,0.17248492,0.2093273,0.5174822,0.14198363,0.047949605,0.8195289,0.0,0.07512085,0.21608153,0.0,0.16525841,0.0,0.0,0.98099697,0.19017686,0.4015348,0.0,0.0,0.27934265,0.039591998
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1714355,0.0,0.31603965,1.6587702,0.3331477,0.0,0.8195979,0.0,0.0,0.7684259,0.0,0.0,0.54832125,0.6363568,0.4885205,1.2257221,0.0,0.0,0.94548345,0.0,0.0,0.4183295,0.0,0.0,0.5733367
20,0.0,0.0,0.28814718,0.0,0.0,0.0,0.0,0.8536201,0.0,0.46119833,0.98433053,0.0,0.5567944,0.38464367,0.0,0.0,0.60964805,0.0,0.0,0.8254668,0.27605924,0.19624966,0.92017275,0.0,0.3685166,0.37809703,0.0,0.0,1.0701834,0.057338096,0.0,0.0
21,0.0,0.0,0.28817612,0.0,0.44052354,0.92613655,0.0,0.5403034,0.0,0.35094547,1.2300732,0.2552519,0.7043817,0.7079944,0.0,0.0,0.074345104,0.72292435,0.0,0.0,0.63480043,0.29108337,1.4394498,0.0,0.0,1.1714181,0.40828702,0.6768736,0.26421854,0.0,0.31047636,0.068488546
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5438077,0.0,0.32894987,0.9516434,0.13410477,0.0,0.6498259,0.14690986,0.0,0.8489014,0.0,0.13243242,0.485139,0.25083876,0.6138137,1.1744046,0.0,0.0,0.30423006,0.0,0.0,1.1997429,0.0,0.0,0.0
23,0.0,0.0,0.19261837,0.0,0.0,0.0,0.0,0.71844596,0.0,0.23257405,1.4470723,0.07692332,0.5830195,0.76793694,0.014452717,0.0,0.0,0.08566559,0.0,0.89696014,0.32398865,0.29327837,1.0691947,0.0,0.019868199,0.21129376,0.0,0.0,0.53090733,0.0,0.09748646,0.4170368
24,0.40713814,0.021505432,1.119573,0.5350193,0.6522345,0.35853526,0.09483602,0.0,1.0934275,0.0,0.4418722,0.0,0.5106549,0.8888783,0.0,0.6859306,0.15508322,0.0,0.0,0.8640363,0.0,0.07294082,0.31711137,0.0,0.89579105,0.55286205,0.0,0.59242475,0.5981186,0.80830586,0.0,0.0
25,0.0,0.0,0.39195293,0.0,1.1348938,0.0,0.1382414,0.30892053,0.0,0.0,1.3955334,0.08693885,0.51459163,0.9611166,0.0,0.0,0.46970898,1.1660635,0.0,0.36316174,0.0,0.6444336,0.78824556,0.0,0.0,1.6851748,0.4304311,0.40657088,1.1746492,0.0,0.0,0.22420737
26,0.0,0.0,0.3286665,0.0,0.10967129,0.102383696,0.0,1.1283833,0.21109264,0.09635919,0.57039094,0.0,0.0,0.0,0.0,0.0,0.95169437,0.0,0.14210354,0.17199828,0.0,1.0522778,0.7141169,0.0,0.0,0.42499158,0.0,0.0,0.88807327,0.0,0.0,0.649639
27,0.0,0.0,0.6035395,0.0,0.41669503,0.0,0.0,0.15207228,1.0594919,0.0,0.9206332,0.37440827,0.0,0.9432164,0.0,0.11608952,0.0,0.0,0.0,0.51505375,0.0,0.7576211,0.16544619,0.0,0.0,1.3765745,0.07542544,0.0,1.4308374,0.0,0.0,0.51895005
28,0.0,0.0,0.6978675,0.0,0.63634354,0.19702226,0.0,0.74184966,0.0,0.20444494,0.58930147,0.30104336,0.0,0.17321287,0.19664861,0.0,0.97590744,0.04710366,0.0,0.0,0.41104913,0.5060109,0.73743993,0.0,0.0,0.8287838,0.0,0.0,0.6185334,0.0,0.0,0.70231
29,0.0,0.0,0.70249176,0.0,0.8924967,0.0,0.0,0.49759465,0.86631805,0.0,1.2231748,0.08049648,0.0,0.79623973,0.0,0.0,0.81839365,0.07037565,0.0,1.0855279,0.0,1.189603,0.55896795,0.0,0.0,1.1562561,0.0,0.0,1.2091328,0.30925208,0.0,0.17652407
30,0.0,0.0,0.12061789,0.0,0.10446344,0.0,0.0,1.0161555,0.29169706,0.06592592,0.84652966,0.16230766,0.0,0.0,0.57395416,0.0,1.2645006,0.46638593,0.0,0.40984687,0.0,1.495959,0.0014604025,0.0,0.0,0.44079965,0.0,0.0,0.71678376,0.0,0.0,0.7466609
31,0.48489636,0.0,0.0,0.37415546,0.0,1.295574,0.0,0.023479149,0.5951734,0.5415077,0.3879707,0.0,0.051255222,0.14382876,0.4392804,0.3714955,0.5441808,0.42675996,0.65283525,0.0,0.035768725,0.59749407,0.94647944,0.0,0.0,0.23156576,0.0,0.0,0.06663301,0.5376276,0.0,0.10151334
32,0.0,0.31497154,0.7183898,0.0,0.14445448,0.0,0.28932443,0.3496398,0.8095948,0.0,1.1286519,0.09080826,0.30568185,0.98073155,0.0,0.0,0.065862685,0.3269083,0.0,1.5302035,0.0,0.407295,0.0,0.0,0.053349704,0.9770129,0.17513388,0.037785944,0.3137601,0.0,0.0,0.2917098
33,0.0,0.0,0.32794115,0.0,0.0,0.0,0.0,1.1198598,0.0,0.0,2.3233154,0.60171026,0.25785103,0.45473266,0.29692084,0.0,0.4605404,0.0,0.0,0.9690238,0.7853133,0.03432621,1.2005516,0.0,0.0,1.2193564,0.0,0.0,0.70967126,0.0,0.5470244,0.15252323
34,0.0,0.0,0.08036533,0.0,0.0,0.0,0.0,1.6949697,0.0,0.34253973,1.1230288,0.0,0.0,0.40819168,0.25919083,0.0,0.6609386,0.21687883,0.0,0.10778815,0.726287,0.6355539,0.56744707,0.0,0.0,0.52278715,0.0,0.0,0.042125594,0.0,0.0,1.0777799
35,0.0,0.0,0.6913644,0.0,0.05344935,0.5581445,0.0,0.0,0.35118,0.0,0.0,0.48774594,0.0,0.50895506,0.6747123,0.5052396,0.93733335,0.0,0.51814514,0.0,0.0,0.48554477,0.3877832,0.0,0.0,0.70875084,0.53801537,0.0,0.0,0.0,0.061770238,0.0
36,0.0,0.38971052,0.5166753,0.0,0.7835857,0.0,0.0,0.0,0.75914246,0.0,1.5339017,0.37276804,0.008135506,0.7799298,0.0,0.0,0.5313183,1.0778805,0.0,0.87866217,0.0,0.59450996,0.46444136,0.0,0.0,1.797379,0.0,0.52613485,0.45470932,0.0,0.0,0.67483777
37,0.0,0.0,0.122868456,0.0,0.10729955,0.0,0.0,0.7608992,0.0,0.113214985,0.48699433,0.19880836,0.0,0.0,0.5668404,0.0,0.63300544,0.0,0.0,0.572435,0.0,0.92401326,0.0,0.0,0.0,1.2043662,0.9369508,0.4407124,0.0,0.0,0.22669308,0.0
38,0.0,0.0,0.0033308587,0.0,0.0,0.0,0.096358076,0.39307663,0.0,0.0,1.060083,0.19017677,0.0,0.0,0.8098606,0.0,0.6023081,1.0590469,0.0,0.06933549,0.0,0.45846388,0.0,0.0,0.0,1.3813779,0.8776475,0.0,0.0,0.0,0.0996977,0.0
39,0.0,0.0,0.0,0.0,0.18977669,0.0,0.0,1.011993,0.0,0.0,1.2407587,0.3284658,0.0,0.0,0.62474483,0.0,1.1432273,1.295176,0.0,0.0,0.14386271,1.1269219,0.5837007,0.0,0.0,1.4045695,0.40607855,0.0,0.79234564,0.0,0.0,0.663927
40,0.0,0.020792712,0.25927532,0.0,0.25359792,0.48486933,0.43723148,0.0,0.89474916,0.0,0.85340863,0.0,0.5142122,0.890129,0.0,0.0,0.091886915,0.8621493,0.0,0.6678179,0.0,0.49793047,1.020141,0.0,0.0,0.6155989,0.17150909,0.23598512,0.49066532,0.08964586,0.0,0.50849044
41,0.0,0.050078683,0.39518145,0.0,1.5797597,0.050707825,0.3607425,0.53923887,0.0,0.0,0.70674145,0.0,0.5771804,0.79088,0.0,0.0,0.43187973,1.7845668,0.0,0.0,0.05907683,1.0014064,0.50752115,0.0,0.0,0.9096658,0.20712668,0.35144675,0.8971392,0.0,0.0,0.94603795
42,0.0,0.0,0.425069,0.0,0.76244444,0.0,0.0,0.0,0.0,0.0,0.03787733,0.6431563,0.12733194,0.0,0.0,0.0,0.0,0.19846319,0.13475955,0.0,0.0,0.0,0.50510466,0.0,0.0,0.3703579,0.0,0.22678885,0.45139304,0.0,0.0,0.007411324
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79112524,0.0,0.3668008,0.66308516,0.45198596,0.0,0.0,0.8050977,0.0,1.7342792,0.061703935,0.0,0.0,0.0,1.3083488,0.30380052,0.0,0.0,1.0360984,0.30327055,0.0,0.88901997,0.0,0.0,0.68302035
44,0.0,0.0,0.0,0.0,0.0,0.10620023,0.06494203,0.35782373,0.33170235,0.0,0.87537736,0.0,0.3202353,0.20019229,0.0,0.0,0.0,0.1201221,0.0,0.7275122,0.0,0.07760236,1.0039892,0.0,0.0,0.29200813,0.0,0.21449192,0.0,0.0,0.5913362,0.0
45,0.0,0.0,0.7421236,0.0,0.6977201,0.0,0.0,0.86458296,0.0,0.0,1.5071788,0.33954993,0.23955198,0.0,0.0,0.0,0.047081783,0.14715171,0.0,0.0,0.0,0.30273765,1.0071951,0.0,0.0,1.0792887,0.19417006,0.0,0.67914325,0.0,0.0,0.11145084
46,0.0,0.0,0.0,0.0,0.0,0.4542398,0.0,1.3441222,0.0,0.4047665,0.62082,0.3114382,0.0,1.2294005,0.9673974,0.0,0.7423791,0.34049508,0.0,0.0,1.4197972,0.4971976,1.1686823,0.0,0.0,0.023528814,0.0,0.0,0.5023838,0.0,0.0,1.4581424
47,0.0,0.0,0.6751239,0.0,1.1250129,0.0,0.37748796,0.19241707,0.4633982,0.0,1.5073056,0.38832626,0.9735296,0.8162687,0.0,0.0,0.0,0.37075073,0.0,1.4312038,0.0,0.23443538,0.17947656,0.7772033,0.3048237,1.8141207,0.47174534,1.7160296,0.6470124,0.0,0.42493847,0.0
48,0.0,0.0,0.40394178,0.0,0.29837453,0.0,0.0,0.7574198,0.0,0.13749684,0.73173904,0.0,0.3820849,0.18923295,0.0,0.0,0.5198485,0.9764412,0.0,0.0,0.47190467,0.70274174,0.8620913,0.0,0.0,0.8018035,0.0,0.0,0.741909,0.0,0.035003424,0.8081312
49,0.0,0.0,0.0,0.0,0.3284152,0.0,0.0,1.0118618,0.0,0.5355881,0.6284525,0.50893366,0.0,0.19015722,0.0,0.0,0.98328435,0.0,0.19089843,0.16288859,0.0,1.1601646,0.32418734,0.0,0.0,0.5808314,0.0,0.0,0.83916754,0.0,0.0,0.0
50,0.0,0.0,0.07959776,0.0,0.0,0.0,0.0,1.0203459,0.0,0.0,1.5107965,0.17922062,0.0,0.0,0.8621626,0.0,1.5917635,0.60795236,0.0,0.19502036,0.20923723,0.60735077,0.45605132,0.0,0.0,0.903392,0.0,0.0,1.3473046,0.0,0.0,1.3862156
51,0.0,0.0,0.0,0.0,0.123802505,0.0,0.0,0.84240055,0.18000877,0.0,1.9364705,0.46010727,0.0,0.0,0.013736395,0.0,0.7789435,0.27089742,0.0,1.0301187,0.0,0.6714942,0.28629717,0.0,0.0,1.3610569,0.0,0.0,0.15390794,0.0,0.0,0.16025123
52,0.0,0.0,0.39195293,0.0,1.1348939,0.0,0.13824144,0.30892053,0.0,0.0,1.3955334,0.08693882,0.5145916,0.9611165,0.0,0.0,0.46970898,1.1660637,0.0,0.36316174,0.0,0.64443374,0.78824544,0.0,0.0,1.6851748,0.4304311,0.406571,1.1746492,0.0,0.0,0.22420734
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8053923,0.0,0.0,1.7535899,0.298921,0.0,0.0,0.32245284,0.0,0.80098724,0.10165269,0.0,0.8874086,0.17962644,1.0285584,0.77352065,0.0,0.0,0.94098246,0.0,0.0,0.8136138,0.0,0.0,0.950394
54,0.0,0.0,0.0,0.0,0.32851246,0.22749053,0.0,0.0,0.3879842,0.0,0.44289878,0.76815027,0.0,0.3239147,0.5157173,0.0,0.9831461,0.23415123,0.18183184,0.0,0.0,0.22137223,0.79785895,0.0,0.0,0.7715129,0.066378154,0.0,0.69622326,0.0,0.0,0.16690919
55,0.0,0.0,0.3706244,0.0,0.9160908,0.0,0.0,0.44245058,0.6143009,0.0,1.30385,0.8315326,0.0,0.5677886,0.0065665194,0.0,1.160035,0.0,0.0,1.7136953,0.0,1.2452483,0.0,0.15868294,0.0,1.9355441,1.0321108,0.41492167,0.4646939,0.0,0.0,0.0
56,0.0,0.5000086,1.6813351,0.0,1.0257444,0.0,0.043605678,0.0,0.92428684,0.0,1.911768,0.60395527,1.0597383,0.8012628,0.0,0.0,0.0,0.1450155,0.0,2.637839,0.0,0.0,0.0,1.1173891,0.95033413,1.7226586,0.0,1.9249055,0.36703172,0.0,0.53637475,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.5248903,0.0796364,2.0798788,0.0,1.8728598,0.7506474,0.024881642,0.4100423,0.0,0.0,0.032023355,0.43951857,0.0,1.8007903,0.0,0.35846546,0.31384197,0.0,0.0,1.5585903,0.4547828,0.0033919443,0.7846807,0.0,0.0,0.0
58,0.0,0.0,0.43756476,0.0,0.056819927,0.13397026,0.0,0.638822,0.124641076,0.14969774,0.598099,0.0,0.0,0.0,0.18671587,0.0,1.0042135,0.39152342,0.0,0.035805073,0.4564142,0.5590645,0.6555286,0.0,0.0,0.60427654,0.0,0.0,0.617155,0.0,0.0,0.8625534
59,0.0,0.23331437,0.28377277,0.0,0.8859644,0.18627734,0.0,0.0,1.0527314,0.0,0.3452325,0.6143712,0.0,0.70071983,0.8019719,0.4648608,1.266919,0.8119864,0.0,0.0,0.0,0.30420554,0.13019337,0.0,0.0,1.2672998,0.8518886,0.0,0.41894275,0.17821893,0.0,0.28335923
60,0.018806566,0.0,0.4266928,0.0,0.52852726,0.5672206,0.0,0.4563992,0.0,0.48029965,0.24552651,0.5760879,0.0,0.95165086,0.06645601,0.29519644,0.87991786,0.0,0.163321,0.0,0.68364996,0.6343581,0.67409104,0.0,0.0,0.68453085,0.0,0.0019751757,0.2535805,0.0,0.0,0.0
61,0.0,0.2923348,0.04944495,0.0,0.06941597,0.0,0.0,0.34981748,0.62438416,0.0,1.6546506,0.24904177,0.0,0.78934175,0.24203408,0.0,0.6311407,0.6185146,0.0,1.1308087,0.0,0.3624795,0.97641444,0.0,0.0,1.3857487,0.13587724,0.0,0.87534314,0.0,0.0,0.5389173
62,0.0,0.43086076,0.5223291,0.0,0.0,0.0,0.0,0.60714537,0.0,0.25476822,1.8543468,0.2571032,0.21071956,0.33861497,0.41617006,0.0,0.21593115,0.5294355,0.0,0.65599144,0.5917414,0.19375604,0.5803672,0.0,0.0,0.9543026,0.0,0.012307296,0.0,0.0,0.15087184,0.57552403
63,0.0,0.0,0.12879585,0.0,0.0,0.0,0.0,1.4164995,0.0,0.0,1.7108662,0.8398735,0.059703507,0.52023315,0.71403736,0.0,0.8590254,0.23956288,0.0,0.3627487,0.64012206,0.46004632,0.6648665,0.0,0.19991936,1.4570746,0.36776677,0.0,0.97842443,0.0,0.27546757,0.048973016
64,0.0,0.0,0.22679804,0.0,0.34881234,0.0,0.0,1.5067154,0.0,0.22725306,1.5093949,0.94045705,0.0,0.48881575,0.13220869,0.0,1.2180935,0.0,0.0,0.0,0.692499,0.5707392,1.3413701,0.0,0.0,1.358447,0.0,0.0,1.2694337,0.0,0.0,0.33155438
65,0.0,0.0,0.18388224,0.0,1.0184476,0.0,0.0,0.16189514,0.11460914,0.080159076,1.011046,0.23739453,0.0,1.1159791,0.0,0.0,1.0743756,0.0,0.0,0.6609818,0.0,1.1065689,0.53424126,0.0,0.0,1.3031864,0.39242092,0.46365988,1.1454695,0.0,0.0,0.23903246
66,0.0,0.186135,0.37496623,0.0,0.88918006,0.5672743,0.0,0.0,0.7623615,0.0,0.3245287,0.16518417,0.0,1.3116196,0.0,0.1081684,0.6481918,0.6436729,0.0,0.20374541,0.0,0.044009447,1.3179622,0.13488135,0.0,0.7433883,0.23757187,0.6401904,0.795413,0.0,0.0,0.2548142
67,0.0,0.8350941,0.5849963,0.0,0.63732475,0.0,0.0,0.0,0.0,0.0,1.5908747,0.0,0.36767542,0.5666007,0.0,0.0,0.3765651,0.67202014,0.0,0.73918045,0.0,0.28889328,0.0,0.0,0.0,1.9484715,0.6401729,0.4173358,0.5646455,0.0,0.15867706,0.3756296
68,0.0,0.0,0.0,0.0,0.0,0.0,0.26121962,0.0,0.10220557,0.0,1.4275502,0.054581963,0.29968366,0.0,0.58613706,0.0,0.32273123,1.294741,0.0,0.02132685,0.0,0.23902473,0.6422083,0.0,0.0,1.3777174,0.6463207,0.08886798,0.34918797,0.0,0.36543742,0.0
69,0.0,0.13381985,1.2441914,0.0,1.2341286,0.0,0.0,0.1829419,0.7428087,0.0,0.8052231,0.80177015,0.0,1.074223,0.0,0.3774398,0.6825107,0.0,0.0,0.59728235,0.0,0.37249467,0.12955146,0.043413628,0.08891875,1.5379905,0.36056122,0.4818322,0.76745385,0.0,0.0,0.0
70,0.0,0.0,0.09084449,0.0,0.29954958,0.0,0.0,0.68853575,0.0,0.0,0.971924,0.30514237,0.028468851,0.0,0.0,0.0,0.52254,0.8313557,0.0,0.0,0.0,0.62066627,0.49540666,0.0,0.0,1.2111466,0.16584663,0.0,0.56837475,0.0,0.0,0.1805126
71,0.0,0.0,0.28814733,0.0,0.0,0.0,0.0,0.8536202,0.0,0.4611982,0.9843306,0.0,0.55679435,0.38464376,0.0,0.0,0.6096481,0.0,0.0,0.8254668,0.27605915,0.19624956,0.9201728,0.0,0.36851665,0.3780972,0.0,0.0,1.0701833,0.057338223,0.0,0.0
72,0.0,0.3375813,0.691399,0.0,0.120935194,0.0,0.28615063,0.42746276,0.7068073,0.0,1.0749106,0.0,0.2438199,0.99108905,0.0,0.0,0.17867689,0.17713049,0.0,1.4482046,0.0,0.5489201,0.11161026,0.0,0.0,0.8374756,0.3919654,0.0,0.25324368,0.0,0.0,0.120119266
73,0.0,0.0,0.39195287,0.0,1.1348938,0.0,0.13824138,0.30892053,0.0,0.0,1.3955336,0.08693885,0.51459163,0.9611165,0.0,0.0,0.46970898,1.1660635,0.0,0.36316174,0.0,0.6444336,0.78824556,0.0,0.0,1.6851748,0.43043116,0.40657088,1.1746492,0.0,0.0,0.22420737
74,0.0,0.0,0.079055645,0.0,0.0,0.0,0.0,0.0,0.0,0.22274262,0.372108,0.13378176,0.0,0.2762817,0.648529,0.0,0.78535056,0.48121423,0.0854549,0.62435234,0.0,0.6154653,0.17807911,0.0,0.14168446,0.29406977,0.0,0.0,0.2996814,0.6569496,0.03202158,0.0
75,0.41046804,0.0,0.0,0.31105703,0.0,0.5564239,0.7049499,0.0,0.7522289,0.0,0.60411674,0.0,0.38568398,0.0,0.0,0.0,0.0,0.65220124,0.0,0.08981373,0.0,0.0,0.59193426,0.0,0.0,0.017215673,0.0,0.56151265,0.0,0.46547797,0.0,0.0
76,0.0,0.0,0.406733,0.0,0.0,0.0,0.0,0.95827955,0.16820115,0.035509415,0.6997608,0.46816418,0.0,0.32411745,0.56360763,0.0,1.0491128,0.0,0.09837197,0.6165069,0.0,1.1738642,0.22093974,0.0,0.2085447,0.55797315,0.0,0.0,0.545136,0.109584786,0.0,0.17072779
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5422833,0.0,0.012096281,1.2468603,0.5771315,0.0,0.18550335,0.8226021,0.0,1.3481302,0.78121406,0.0,0.0,0.5097433,1.1365896,0.47379932,0.0,0.0,1.5209608,0.42923695,0.0,0.6838047,0.0,0.0,0.69910574
78,0.0,0.0,0.729209,0.09987083,0.8792763,0.23399715,0.0,0.0,1.569658,0.0,0.6541269,0.37755203,0.0,0.1779152,0.3151454,0.9167854,0.69421834,0.2610182,0.0,0.33057392,0.0,0.13377737,0.054111805,0.3572246,0.0,1.6175613,1.2036537,0.6728189,0.050069362,0.0,0.0,0.0
79,0.0,0.0,0.15283431,0.0,0.0,0.0,0.06584982,1.4532943,0.0,0.016582526,0.7133476,0.22765253,0.03365705,0.50948495,0.06742261,0.0,0.3526128,0.12663732,0.0,0.9406201,0.6485241,0.9490587,0.118149996,0.0,0.0,0.0,0.0,0.0,0.35537234,0.0,0.0,0.6535352
80,0.0,0.3287549,0.79340625,0.0,1.6413698,0.13790363,0.0,0.022064934,0.6043372,0.0,0.41296554,0.4741274,0.0,1.5686042,0.0,0.3537186,0.9044176,0.20384715,0.0,0.0,0.0,0.9458817,0.6306778,0.0,0.0,1.5165623,0.25536653,0.38930616,0.6441953,0.0,0.0,0.3065348
81,0.0,0.34811035,0.89844376,0.0,0.37247372,0.0,0.23094213,0.64412963,0.9484447,0.0,1.3644431,0.2525325,0.338918,1.0316901,0.0,0.0,0.0,0.010312395,0.0,2.0187347,0.0,0.52424335,0.0,0.0,0.10173953,1.3014505,0.22104846,0.33604398,0.30707246,0.0,0.0,0.0
82,0.0,0.041591622,0.0,0.0,0.0,0.027945336,0.0,0.5422276,0.0,0.14279209,0.57367027,0.0,0.0,0.53416985,0.61339587,0.0,0.54322493,0.68026376,0.0,0.052939963,0.58394206,0.35584238,1.0365653,0.0,0.0,0.2670244,0.0,0.0,0.23483022,0.0,0.08370899,1.0513178
83,0.11972789,0.0,0.34999713,0.0,0.16525957,0.18411851,0.14050072,0.0,0.81986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59458166,0.3557185,0.0,0.0,0.0,0.06034321,0.0,0.0,0.0,0.0,0.0,0.0,0.3526847,0.0,0.18175745
84,0.0,0.0,0.39195293,0.0,1.1348938,0.0,0.13824141,0.30892053,0.0,0.0,1.3955334,0.08693885,0.51459163,0.9611166,0.0,0.0,0.46970898,1.1660635,0.0,0.36316174,0.0,0.6444337,0.78824544,0.0,0.0,1.6851748,0.4304311,0.40657088,1.1746492,0.0,0.0,0.22420737
85,0.0,0.0,0.091800176,0.0,0.06958394,0.0,0.0,1.6604457,0.0,0.26881924,1.7746826,0.24402785,0.3408518,0.29083225,0.0013174939,0.0,0.77522177,0.5024062,0.0,0.0,0.7672246,0.619168,1.1839393,0.0,0.0,1.3105757,0.035118945,0.0,1.1955076,0.0,0.0,0.5236161
