MovieID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
11,0.0,1.1343858,0.0,0.0,0.1489208,0.0,2.6735075,0.0,0.0,0.2850636,1.3722063,0.0,0.7612656,0.8299918,0.0,0.48441434,0.31144604,0.098292835,0.10200274,0.0,0.0,0.0,0.0,0.10887719,0.0,0.0,0.0,0.0,1.2492645,0.68718433,0.0,1.0472721
12,0.0,2.430097,2.0292516,0.6710832,1.630401,3.1907873,1.8089769,0.3765918,0.0,0.2896412,0.15622424,0.0,0.8916036,0.0,0.67456764,0.0,0.0,0.0,3.8147757,0.0,0.49831343,2.101834,0.2816427,0.0,2.3213298,0.0,0.0,0.0,2.0381992,0.0,0.023546666,1.6231447
13,0.9821526,0.0,0.0,1.7183005,0.0,0.0,0.0,0.7594176,2.7286,0.7470494,0.0,1.6990205,0.0,0.6459975,0.0,0.21143715,0.0,0.0,0.0,0.0,0.3430778,0.0,0.0,0.1645064,0.0,1.4551401,3.2042265,0.0,0.0,1.8900188,1.1812954,0.0
14,1.0241971,0.2946948,0.0,0.0,0.0,0.0,1.509695,0.0,0.0,0.0,1.3337666,0.0,1.1411455,2.311977,0.0,0.034180395,1.5034441,3.6385393,0.0,0.0,0.0,0.0,1.8455062,1.9565821,1.4078572,0.0,0.0,3.243017,0.0,1.0647318,0.42437768,0.0
15,0.0,0.0,2.8254328,0.95704526,0.72591203,0.0,1.0998381,2.6767,1.5551828,0.7736455,0.40593413,2.5779734,0.94019556,0.0,0.0,0.8886662,0.0,0.0,1.73787,0.0,0.8647393,0.0,0.0,0.0,0.0,0.0,2.4426265,0.0,1.9468464,0.0,0.0,1.7340711
16,2.9490576,0.0,0.0,0.43211526,0.0,1.0406647,0.0,0.0,0.0,0.0,0.17360103,0.31978208,0.0,2.059601,0.77647454,0.0,1.0888637,2.255926,0.0,0.39897725,0.0,0.0,0.77789074,3.3385153,1.0168749,2.6866786,0.0,1.5708117,0.0,0.95055264,0.35300785,0.0
17,0.0,1.2554488,0.0,0.0,0.0,0.0,2.8713803,0.004419204,0.0,0.0,1.5579324,0.24725473,0.2524624,1.1937686,0.0,0.0,0.85214525,1.0593419,0.3475188,0.0,0.0,0.0,0.45827794,0.23388557,0.0,0.0,0.0,1.1815585,0.8470807,0.841389,0.46933618,0.8912923
18,4.522902,0.0,0.0,4.8470383,0.93828994,2.857947,0.0,0.0,1.0913316,0.5303377,0.0,0.33841944,0.0,2.4980438,2.2928336,0.0,0.37704724,0.14111654,0.0,1.5583751,0.0,0.0,0.38971364,4.062006,0.7186877,5.994421,0.40877604,0.0,0.0,0.0,0.0,0.0
19,0.0,1.553658,0.0,0.0,2.4226992,0.874427,1.9698747,0.0,0.0,0.3810836,1.1896381,0.0,0.8290384,0.0,0.0,1.8496605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41756737,0.16481742,0.0,0.0,0.0,1.5892445,0.23546498,0.0,1.0821378
20,0.0,0.0,0.0,3.7655284,1.8096719,0.0,0.0,2.042873,2.787724,3.143645,0.0,2.5775127,0.0,0.0,0.0,2.9978666,0.0,0.0,0.0,2.3255389,0.0,0.0,0.0,0.0,0.0,2.106857,3.402135,0.0,0.59651077,0.0,0.0,1.1590923
21,0.0,0.0,0.0,0.0,0.37285236,0.0,0.270877,0.0,0.0,0.8384878,0.0,0.6070459,0.05194771,0.35084853,0.0,1.257922,0.24133323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62105924,0.5580619,0.0,0.0,0.33870137,0.0,0.7694225
22,1.362144,0.0,0.0,0.0,0.0,0.0,0.39300618,0.0,0.0,0.21410638,0.042537894,0.38760808,0.0,2.3723228,0.0,0.0,1.8592067,2.4694843,0.0,0.7998831,0.0,0.0,1.0443536,1.9868555,0.16106407,1.5836583,0.0,1.5646142,0.0,0.8678861,0.0,0.0
23,4.3489323,0.0,0.0,4.6790323,0.0,2.3677695,0.0,0.0,0.92205477,0.0,0.0,0.18176036,0.0,1.5041171,2.1598122,0.0,0.15002792,1.1260418,0.0,1.5553792,0.0,0.0,0.03322022,4.8865824,1.508422,5.560714,0.6027368,0.0,0.0,0.26144934,0.36584374,0.0
24,0.2348416,0.0,0.0,0.0,0.0,0.5897773,0.8566496,0.0,0.0,0.0,0.0,0.65840644,0.5874474,0.7681449,1.1764673,0.3191075,1.1810646,1.0125693,0.43208855,1.4363921,0.2582566,0.0,1.3064265,1.7632315,4.2084312,0.0,0.0,1.4632757,0.09930508,0.0,0.0,0.8754799
25,0.0,0.6560447,0.0,0.0,0.0,0.0,2.648148,0.041088637,0.0,0.0,1.031615,0.12597395,0.3565388,1.1594846,0.0,0.5812359,0.8434773,1.245461,0.51252687,0.0,0.0,0.0,0.45121604,0.1884339,0.0,0.0,0.0,0.79479164,1.2206767,0.48748782,0.5531803,0.37474972
26,1.0625688,0.6466928,0.0,0.0,0.0,0.0,1.73295,0.0,0.0,0.0,1.8817873,0.0,0.9126912,2.0336146,0.0,0.0,2.1302838,3.795776,0.0,0.0,0.0,0.0,1.4420276,2.241378,1.0841322,0.0,0.0,3.8784845,0.0,1.8103409,0.9390372,0.0
27,1.0625688,0.6466928,0.0,0.0,0.0,0.0,1.73295,0.0,0.0,0.0,1.8817873,0.0,0.9126912,2.0336146,0.0,0.0,2.1302838,3.795776,0.0,0.0,0.0,0.0,1.4420276,2.241378,1.0841322,0.0,0.0,3.8784845,0.0,1.8103409,0.9390372,0.0
28,0.0,2.8412366,1.0957774,0.0,0.0,0.0,4.28826,1.710634,0.25532705,0.70689046,1.6385852,0.0,0.0,0.1263456,0.0,1.3733679,0.0,0.0,1.4209671,0.0,0.2148857,0.20954643,0.0,0.0,0.0,0.0,0.64646286,0.0,3.5976367,0.050856795,0.0,1.6851407
29,0.0,0.0,4.138542,1.1368233,0.0,0.21143474,0.16924733,1.5192821,0.41379362,0.0,0.0,4.163414,1.411161,0.0,0.9479082,0.0,0.0,0.0,3.406766,0.0038625253,1.217561,0.0,0.0,0.0,0.95725346,0.0,0.6158013,0.0,1.8520684,0.0,0.9072223,2.2978945
30,1.0241971,0.2946948,0.0,0.0,0.0,0.0,1.509695,0.0,0.0,0.0,1.3337666,0.0,1.1411455,2.311977,0.0,0.034180395,1.5034441,3.6385393,0.0,0.0,0.0,0.0,1.8455062,1.9565821,1.4078572,0.0,0.0,3.243017,0.0,1.0647318,0.42437768,0.0
31,1.1112957,0.6125574,0.0,0.0,0.0,0.0,1.6562121,0.0,0.0,0.0,1.4652193,0.0,0.7340742,1.8781213,0.0,0.01184787,1.3973652,3.917328,0.0,0.0,0.0,0.0,1.7075435,2.1661618,1.2656944,0.0,0.0,3.612978,0.0,1.2841195,0.83046603,0.0
32,0.0,0.0,0.0,0.0,0.0,0.4587009,1.1198865,0.0,0.0,0.0,0.038151465,0.4124885,0.5183444,0.6360749,1.2018737,0.5879291,1.4506093,0.85086423,0.16299382,1.1962049,0.35685787,0.0,1.341066,1.8817365,3.983579,0.0,0.0,1.3933742,0.0,0.0,0.0,0.68711245
33,0.0,1.0062681,4.2558274,0.0,0.022676961,0.0,2.4736285,2.9399233,0.964537,0.0,1.9093169,2.673421,1.9582705,0.0,0.0,0.11957412,0.0,0.0,3.4699829,0.0,1.471464,0.0,0.0,0.0,0.0,0.0,1.9303533,0.0,2.805091,0.0,1.0676922,1.7569379
34,0.48859102,0.010464778,0.0,0.1851252,1.282627,0.0,0.0,0.0,0.0,0.9119927,0.0,0.0,0.0,1.6491959,0.0,0.7855854,0.0,0.20351736,0.0,0.5216697,0.0,0.0,0.0,0.09454154,0.0,0.9347966,0.387572,0.0,0.53423715,0.29917154,0.0,0.0
35,0.0,1.2554488,0.0,0.0,0.0,0.0,2.8713803,0.004419204,0.0,0.0,1.5579324,0.24725473,0.2524624,1.1937686,0.0,0.0,0.85214525,1.0593419,0.3475188,0.0,0.0,0.0,0.45827794,0.23388557,0.0,0.0,0.0,1.1815585,0.8470807,0.841389,0.46933618,0.8912923
36,1.2909838,0.0,0.0,0.0,0.0,0.0,1.0323085,0.0,0.0,0.0,1.1363344,0.032101948,1.118269,1.7688395,0.0,0.5003023,1.3680017,3.936025,0.0,0.37136266,0.0,0.0,1.6743134,2.1685188,1.4672322,0.0,0.0,2.7717228,0.0,1.1832205,0.7512244,0.0
37,0.0,0.0,4.564321,0.0,0.0,0.0,4.4804473,2.2058659,2.8537118,0.0,3.8839192,4.640557,0.0,0.0,1.3636774,1.6755354,1.4936024,0.0,5.0327973,0.0,3.589741,0.0,0.28227982,0.0,0.75227755,0.0,0.19344129,2.5403383,1.5269257,0.0,3.1522176,1.5603181
38,0.0,1.4602472,0.0,0.0,1.3663157,1.6891505,1.8409363,0.0,0.0,1.810262,0.9136521,0.0,1.0225312,0.0,0.0,0.22823898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098786525,0.25218937,0.55107915,0.13399498,0.0,1.7058524,0.9971636,0.0,1.6034496
39,0.0,1.4728967,0.0,0.0,0.9016611,0.0,3.0709817,0.0,0.0,1.2858398,1.102899,0.0,0.55949587,0.20199998,0.0,1.1471027,0.0,0.0,0.6905585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1954773,0.0,2.8554888,0.22867112,0.0,1.7721213
40,1.0241971,0.2946948,0.0,0.0,0.0,0.0,1.509695,0.0,0.0,0.0,1.3337666,0.0,1.1411455,2.311977,0.0,0.034180395,1.5034441,3.6385393,0.0,0.0,0.0,0.0,1.8455062,1.9565821,1.4078572,0.0,0.0,3.243017,0.0,1.0647318,0.42437768,0.0
41,0.038035218,0.0,0.0,0.0,0.0,0.0,0.6798288,0.0,0.36504653,0.0,1.6256095,0.0,0.0,0.72354144,0.0,0.0,1.345687,0.0,0.0,0.0,0.67209953,0.0,0.25700194,1.806922,1.1231761,0.09561901,0.0,0.24276704,0.4845444,0.9794089,0.8364263,0.0
42,0.0,0.0,0.0,0.0,0.5033259,0.0,1.5512228,0.8375226,0.40403554,0.0,0.0,0.3969391,0.20741263,0.81305695,0.0,2.8053284,1.486014,0.4227543,0.0,1.2748218,0.0,0.0,0.6268598,0.0,0.0,0.0,0.17677222,0.120778196,0.0,0.14683925,0.0,1.1050739
43,1.2909838,0.0,0.0,0.0,0.0,0.0,1.0323085,0.0,0.0,0.0,1.1363344,0.032101948,1.118269,1.7688395,0.0,0.5003023,1.3680017,3.936025,0.0,0.37136266,0.0,0.0,1.6743134,2.1685188,1.4672322,0.0,0.0,2.7717228,0.0,1.1832205,0.7512244,0.0
44,0.0,0.0,3.8288176,2.2456138,0.030364418,0.0,0.0,3.3845267,2.1800659,0.45142543,0.0,4.0819926,0.88872236,0.0,0.0,0.60513526,0.0,0.0,1.5175633,0.0,0.93248844,0.0,0.0,0.0,0.0,0.0,3.559109,0.0,1.0224684,0.0,0.50234365,1.5302502
45,0.0,0.97617614,0.0,0.0,0.6610352,0.8586454,2.383752,0.0,0.0,0.2464195,1.6541032,0.0,1.4512472,1.4019423,0.0,0.0,0.9477149,0.7587618,0.0,0.0,0.0,0.0,0.02426241,0.79643697,0.43723127,0.0,0.0,0.6241979,0.0,1.0617725,0.0,0.65391755
46,0.0,1.0661196,0.0,0.0,0.0,0.0,3.0169885,0.03023151,0.0,0.0,1.5869664,0.11770785,0.5045759,1.2461294,0.0,0.37318027,0.89351565,0.82751817,0.38944775,0.0,0.0,0.0,0.75064254,0.1539103,0.0,0.0,0.0,0.9081285,0.9630072,0.63525957,0.24083388,0.8098862
47,1.5606583,0.0,0.0,0.0,0.37184796,0.0,0.0,0.0,0.27221495,0.11052549,0.0,0.5929823,0.0,2.386183,0.0,0.71257174,0.99074835,1.92789,0.0,2.3201132,0.0,0.0,1.1110324,1.7843777,0.0,1.8980914,0.0,0.14217225,0.0,0.0,0.0,0.0
48,0.0,0.41073012,0.9500828,0.0,0.20189978,0.0,1.7738496,0.8941994,1.3734808,0.0,0.39336276,0.14051846,0.0,0.0,0.0,1.7500807,0.0,0.0,0.0,0.0,1.2106845,0.6526252,0.57335347,0.0,0.0,0.0,0.0,0.0,1.6145645,0.0,0.0,0.52936643
49,0.0,1.2693237,0.0,0.0,0.0,0.0,2.4197762,0.0,0.0,0.0,1.1210239,1.1168456,0.0,1.0203758,0.0,1.0177054,0.0,1.6329297,0.94083554,0.0,0.0,0.19189423,1.0897427,0.72280896,0.28184167,0.0,0.02124969,0.5405279,0.5787458,0.76449126,0.38245627,0.6730349
50,1.8551756,0.0,0.0,0.20229694,0.0,0.0,0.0,0.0,0.43192917,1.064275,0.0,1.4074361,0.0,2.8569646,0.0,0.0,1.1470597,2.540374,0.0,2.0434134,0.0,0.0,0.29659313,1.3070699,0.0,2.579092,0.0,0.5217388,0.0,0.027570073,0.0,0.09180687
51,1.630678,0.0,0.0,1.4378074,0.0,0.01778148,0.0,0.0,0.8401277,0.7245019,0.0,1.1127859,0.0,0.9277165,0.2800325,0.0,0.6549886,0.23082457,0.0,0.9698341,0.0,0.0,0.0,1.1798606,0.0,2.7199004,1.0744517,0.00856993,0.0,0.7046079,0.0,0.0
52,0.0,1.1082492,0.0,0.0,2.4518962,1.3376046,1.6176814,0.0,0.0,1.2229822,0.36563167,0.0,1.2509855,0.2237185,0.0,1.5820255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57591456,0.0,0.0,0.0,2.2649176,0.25155503,0.0,1.0569952
53,1.4963028,0.45859486,0.0,0.0,0.0,0.0,1.2446159,0.0,0.0,0.0,1.591779,0.17496891,0.81459737,1.8782022,0.0,0.0,1.389967,3.8999739,0.0,0.0,0.0,0.0,1.6983804,2.3281124,1.3971208,0.0,0.0,3.3241348,0.0,1.6016306,0.7521697,0.0
54,0.0,0.3137586,0.0,1.7092593,2.3187037,0.0,0.0,0.0,0.97399426,1.6199037,0.0,0.0,0.0,0.62072456,0.0,1.4289229,0.0,0.0,0.0,0.3758705,0.0,0.0,0.0,0.0,0.0,1.5470967,1.0910673,0.0,0.88570523,0.0,0.0,0.0
55,0.9559883,0.0,0.0,0.0,0.0,0.0,1.5607152,0.0,0.0,0.0,1.8475785,0.0,0.8460949,2.170157,0.0,0.0,2.0304642,3.5261967,0.0,0.0,0.0,0.0,1.7037168,2.4523764,0.9208057,0.0,0.0,2.96428,0.0,1.142301,0.9042824,0.0
56,0.0,0.0,2.8701506,1.3036671,0.51465964,0.0,0.0,3.884938,2.5121846,0.0,0.0,2.9666479,1.4270824,0.3098227,0.0,1.5565336,0.0,0.0,0.0,1.8998888,0.6574838,0.0,0.0,0.0,0.0,0.0,2.1468704,0.0,0.0,0.0,0.0,0.6931938
57,1.0241971,0.2946948,0.0,0.0,0.0,0.0,1.509695,0.0,0.0,0.0,1.3337666,0.0,1.1411455,2.311977,0.0,0.034180395,1.5034441,3.6385393,0.0,0.0,0.0,0.0,1.8455062,1.9565821,1.4078572,0.0,0.0,3.243017,0.0,1.0647318,0.42437768,0.0
58,0.0,0.6560447,0.0,0.0,0.0,0.0,2.648148,0.041088637,0.0,0.0,1.031615,0.12597395,0.3565388,1.1594846,0.0,0.5812359,0.8434773,1.245461,0.51252687,0.0,0.0,0.0,0.45121604,0.1884339,0.0,0.0,0.0,0.79479164,1.2206767,0.48748782,0.5531803,0.37474972
59,0.83811194,0.0,1.3429463,0.052524794,0.0,0.0,0.40123022,0.33300707,0.6123355,0.0,0.0,0.36057675,0.13351806,0.7193745,1.6606857,0.0,2.2194343,2.5036387,0.77565354,4.0980415,1.3369039,0.0,4.111133,1.095457,3.659417,0.0,0.0,2.4906318,1.2118187,0.0,0.0,1.6377871
60,0.2710819,0.0,2.722795,1.60168,0.54385674,0.0,0.0,3.481411,2.2498295,0.12414596,0.0,3.4478981,1.8490294,1.0069035,0.0,1.2888986,0.0,0.0,0.0,2.3396025,0.6581944,0.0,0.0,0.0,0.0,0.0,2.2613285,0.0,0.34042713,0.0,0.0,0.66805124
61,2.9490576,0.0,0.0,0.43211526,0.0,1.0406647,0.0,0.0,0.0,0.0,0.17360103,0.31978208,0.0,2.059601,0.77647454,0.0,1.0888637,2.255926,0.0,0.39897725,0.0,0.0,0.77789074,3.3385153,1.0168749,2.6866786,0.0,1.5708117,0.0,0.95055264,0.35300785,0.0
62,1.0241971,0.2946948,0.0,0.0,0.0,0.0,1.509695,0.0,0.0,0.0,1.3337666,0.0,1.1411455,2.311977,0.0,0.034180395,1.5034441,3.6385393,0.0,0.0,0.0,0.0,1.8455062,1.9565821,1.4078572,0.0,0.0,3.243017,0.0,1.0647318,0.42437768,0.0
63,0.0,1.7069899,0.0,0.0,1.3427441,1.4672257,1.350043,0.0,0.0,1.4076263,0.5681003,0.0,0.7442875,0.0,0.0,0.567678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5497172,0.8109942,0.0,0.22180323,0.0,1.7841172,1.1678486,0.09192645,0.7048959
64,0.0,0.89050525,0.0,0.0,0.2753842,0.0,2.3022757,0.0,0.0,0.9999347,0.7860792,0.0,0.251651,0.26783532,0.0,1.5666736,0.0,0.0,0.79960614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.120945,0.0,0.0,1.8198189
65,0.0,1.4602472,0.0,0.0,1.3663157,1.6891505,1.8409363,0.0,0.0,1.810262,0.9136521,0.0,1.0225312,0.0,0.0,0.22823898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098786525,0.25218937,0.55107915,0.13399498,0.0,1.7058524,0.9971636,0.0,1.6034496
66,1.2934151,0.0,0.0,2.5492067,0.0,2.1373513,0.0,0.0,0.0,0.0,0.0,0.46677172,0.0,0.0,2.5307014,0.0,1.138614,0.0,0.0,1.6043451,0.006657838,0.0,0.1929172,3.7146003,4.151401,2.8715281,0.0,0.0,0.0,0.0,0.0,0.0
67,0.73681885,0.047288787,0.0,0.0,0.0,0.0,1.5097183,0.0,0.0,0.0,1.3554696,0.0,1.0167676,1.9993309,0.0,0.0,2.1216164,3.981895,0.0,0.0,0.0,0.0,1.4349658,2.1959262,1.2867136,0.0,0.0,3.4917178,0.0,1.4564396,1.0228812,0.0
68,0.0,1.5849319,0.0,0.0,1.2693477,0.14414687,3.5221827,0.054190446,0.0,1.5434433,1.3302487,0.0,0.7910185,0.56209594,0.0,0.78414214,0.0,0.0,0.7707655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249042,0.0,2.7470057,0.092820786,0.0,1.8662301
69,0.0,1.4261119,0.0,0.0,2.1980457,0.94792694,1.7641984,0.0,0.0,0.7994546,0.4970842,0.0,0.84391433,0.0,0.0,1.5596931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023570362,0.43375167,0.0,0.0,0.0,1.9685547,0.4709424,0.0,1.2491906
70,0.08457936,0.0,0.0,0.9072688,1.275712,0.0,0.0,0.0,0.24628295,0.30970335,0.0,0.25108844,0.0,0.0,0.0,1.2217591,0.0,0.0,0.0,1.7897172,0.6392354,0.0,0.034105815,0.014597587,0.58313614,0.59210163,0.0,0.0,1.3845589,0.0,0.0,0.6942593
71,0.0,0.0,0.1411883,3.4632006,1.1641831,0.0,0.0,2.6841626,2.5671964,2.9823408,0.0,2.2304187,0.0,0.0,0.0,2.650606,0.0,0.0,0.0,2.0545511,0.0,0.14063403,0.0,0.0,0.0,2.0886831,3.6611338,0.0,0.30117962,0.3834039,0.0,0.77708155
72,0.0,1.05347,0.0,0.0,0.0,0.59039265,1.786943,0.0,0.0,0.10495787,1.3977194,0.0,0.96761113,0.9894857,0.0,0.0,0.6181104,1.3337208,0.0,0.0,0.0,0.0,0.0,1.1700821,0.6681608,0.0,0.0,0.630737,0.0,1.4037523,0.21604913,0.6412145
73,0.0,1.0843756,0.38349545,0.0,0.0,0.10975702,2.9412947,0.0,0.0,0.0,0.008286693,0.0,0.71793514,0.23332605,0.7532352,0.06939217,1.8868997,1.9036365,2.503517,0.6923207,0.2467659,0.50232,2.8679743,1.3439714,3.8476386,0.0,0.0,2.3236542,1.5146495,0.0,0.0,2.4868598
74,0.0,0.4837282,0.0,0.0,0.0,0.0,2.2482824,0.0,0.032605097,0.0,1.2701465,0.34429964,0.196731,1.3119645,0.0,0.79275095,0.28266,0.94014907,0.49849546,0.0,0.0,0.0,0.551275,0.31533036,0.0,0.0,0.0,0.20603119,1.2284635,0.24561319,0.30939135,0.85758364
75,0.0,1.1108476,0.0,0.0,0.0,0.7927528,1.3736111,0.0,0.0,0.16194978,1.808396,0.0,1.260242,0.6051738,0.0,0.0,0.86069,0.91398174,0.0,0.0,0.0,0.0,0.34125704,1.693516,1.2373405,0.05475842,0.0,0.0,0.0,1.6594415,0.13427849,0.41978276
76,2.2916675,0.0,0.0,2.843213,0.0,1.8802271,0.0,0.0,0.17478782,0.0,0.0,1.8047377,0.0,0.21030615,2.1544342,0.0,0.10586604,0.041838393,0.0,2.320856,0.06092116,0.0,0.90491533,3.7525935,4.20997,3.7593267,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,4.6008697,0.0,0.0,0.0,4.652683,2.7644703,2.5094664,0.0,3.9181273,4.653785,0.0,0.0,1.5023917,0.82421356,1.5934225,0.0,4.845081,0.0,2.963302,0.0,0.020590616,0.0,0.915604,0.0,0.5828533,3.4545429,1.5834116,0.0,3.1869724,1.7769171
78,1.0625688,0.6466928,0.0,0.0,0.0,0.0,1.73295,0.0,0.0,0.0,1.8817873,0.0,0.9126912,2.0336146,0.0,0.0,2.1302838,3.795776,0.0,0.0,0.0,0.0,1.4420276,2.241378,1.0841322,0.0,0.0,3.8784845,0.0,1.8103409,0.9390372,0.0
79,2.636414,0.0,0.0,0.61413145,0.0,1.3089174,0.0,0.0,0.0,0.0,0.42998478,0.008066048,0.0,2.4720576,0.7373816,0.0,1.4184684,1.680967,0.0,0.34497708,0.0,0.0,1.0538508,2.9648702,0.78594536,2.4227254,0.0,1.5642725,0.0,0.6085728,0.0,0.0
80,0.8537404,0.43710405,0.0,0.0,0.0,0.0,2.2114656,0.0,0.0,0.0,1.9622927,0.0,1.0952464,2.5354075,0.0,0.1886087,1.7124747,3.0521967,0.0,0.0,0.0,0.0,2.1799114,1.9894072,0.8599952,0.0,0.0,3.1739159,0.0,0.6701771,0.27310663,0.0
81,0.0,2.2492833,0.0,0.0,0.0,0.0,3.7855215,0.9577882,0.0,0.12890448,1.3699325,0.0,0.94153935,1.5675242,0.0,1.0477663,1.8130409,1.2855921,0.0,0.0,0.0,0.0,1.3517506,0.045224555,0.0,0.0,0.0,1.5025501,0.9971755,0.9735299,0.0,1.3505781
82,0.9559883,0.0,0.0,0.0,0.0,0.0,1.5607152,0.0,0.0,0.0,1.8475785,0.0,0.8460949,2.170157,0.0,0.0,2.0304642,3.5261967,0.0,0.0,0.0,0.0,1.7037168,2.4523764,0.9208057,0.0,0.0,2.96428,0.0,1.142301,0.9042824,0.0
83,1.2909838,0.0,0.0,0.0,0.0,0.0,1.0323085,0.0,0.0,0.0,1.1363344,0.032101948,1.118269,1.7688395,0.0,0.5003023,1.3680017,3.936025,0.0,0.37136266,0.0,0.0,1.6743134,2.1685188,1.4672322,0.0,0.0,2.7717228,0.0,1.1832205,0.7512244,0.0
84,0.0,0.70147204,0.0,0.0,0.8019878,0.23884699,1.563688,0.0,0.0,0.0,0.84969896,0.0,1.1960654,1.2678478,0.0,0.808103,0.0,1.1764843,0.0,0.0,0.0,0.0,0.15178077,0.8852862,0.99188596,0.0,0.0,0.0,0.37243584,0.65814346,0.0,0.094760284
85,0.0,1.3128265,0.0,0.0,0.0,0.0,2.458048,0.116989814,0.0,0.0,1.968609,0.0,0.5450933,0.8094569,0.0,0.31281775,1.0947249,0.639603,0.14388423,0.0,0.0,0.0,1.0512327,0.75731933,0.23364732,0.0,0.0,0.38553658,0.9077517,1.0970784,0.38756555,0.6698605
86,0.0,0.397512,2.629119,0.0,0.0,0.0,1.3351978,2.1154454,0.0,0.0,2.2331715,2.415595,2.618499,0.6233094,0.0,0.0,0.0,0.0,2.0054264,0.0,0.7079604,0.0,0.0,0.0,0.0,0.0,1.2338449,0.82240146,0.0,0.22179648,1.5373931,0.5446253
87,0.0,0.3137586,0.0,1.7092593,2.3187037,0.0,0.0,0.0,0.97399426,1.6199037,0.0,0.0,0.0,0.62072456,0.0,1.4289229,0.0,0.0,0.0,0.3758705,0.0,0.0,0.0,0.0,0.0,1.5470967,1.0910673,0.0,0.88570523,0.0,0.0,0.0
